musicName,musicAuthor,musicOriginal,musicAlbum,playUrl,coverMediumUrl,musicId
original sound,Aish Cream,True,,https://v19.tiktokcdn-us.com/a0375217f108f61951765485be0bdf28/670eaee8/video/tos/useast5/tos-useast5-ve-27dcd7c799-tx/oEAUAsBH7RIHKi3YhnW7dYlMnCALbAGIgiRvZ/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Them8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NGU5Ozw1NzZkPGlmZjs4NUBpajpreHE5cjozcjMzODU8NEAxNjEwMTUxXl8xNGE1Yl5fYSMwYXFhMmRrLmBgLS1kMS1zcw%3D%3D&vvpl=1&l=202410151205030062B14F0B487903846F&btag=e00088000&download=true,https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/1aa4326ebf3c7589be5de4a49e5aea4e.jpeg?lk3s=a5d48078&nonce=4477&refresh_token=62c54cb8abbc222e8245f23b646be68e&x-expires=1729166400&x-signature=50zBs8emwQVrnpk4GmXpxB6vfLE%3D&shp=a5d48078&shcp=b59d6b55,7356630668056546064
가을이 오면,서영은,False,Romantic 1,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oAjmq1dyQDYfktrB3ektunqBtYMbQjcbgCQ89Z,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/ocyhAKmnEA0UAOzWElAOTABsAsfMtot8iwoz5h.jpeg,6980567023369603073
original sound,🇨🇦 Dee ~ Baked by the Lake ~,True,,https://v19.tiktokcdn-us.com/26178db7765c2ef3eeab4b07953e14e0/670eaf23/video/tos/useast5/tos-useast5-ve-27dcd7c799-tx/oIo8DfphUEwJYEFwZgmQFBvkQeJgClXynByCpX/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Them8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NzloNjtmNTNnODNnZjg2aEBpanJsZ245cjszdTMzNzU8M0BfLi0yMzMtXzExLjIxNTBhYSNga3JqMmRjaG1gLS1kMTZzcw%3D%3D&vvpl=1&l=202410151205030062B14F0B487903846F&btag=e00090000&download=true,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7327910028685279237~c5_720x720.jpeg?lk3s=a5d48078&nonce=50670&refresh_token=fe5f6e01dee3344dec69d2abdba1de71&x-expires=1729166400&x-signature=W79r9%2B%2F2yp0%2Bdm444vTWdqJn1qE%3D&shp=a5d48078&shcp=b59d6b55,7418002639373273862
Mohabbatein instrumental _ vheeafifah,Vi Afifah✨,True,,https://v19.tiktokcdn-us.com/50e0bbc5d7133c39a8bfdd1391ea2268/670eaef7/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/cb7b9461210a42e3a5ecffe3f1705812/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7ThKm8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=OzY1Omc3aDg3aGk6OTw5OEBpM2pmaHhvZHc5dzMzaTU8M0AzXzMyXzY0X2AxLzRfNjAzYSNeM2dxYl4zbDZfLS1hMTRzcw%3D%3D&vvpl=1&l=202410151205083014303FCED928047951&btag=e00088000&download=true,https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/e9d2eae43ea4bfe691ac189249b1244a.jpeg?lk3s=a5d48078&nonce=5791&refresh_token=b66c0204e6e818d3d6ed2194b74cf009&x-expires=1729166400&x-signature=Et6upVu1NgtIAPcqOwZOifdiqto%3D&shp=a5d48078&shcp=b59d6b55,6868671602352032514
original sound - So Yummy,So Yummy,True,,https://v19.tiktokcdn-us.com/1459c1e17a04b433aa9c4b00bb25f5f9/670eaf15/video/tos/useast2a/tos-useast2a-v-2370-euttp/ocWCfd0inIDy4yKUBrFEQXDwUCCJScqYQ6fGPg/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Thwm8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=PDlpNzg1OWlpNmUzOjxlOEBpanNubG85cnYzdjMzZjU8M0A1Xl8uMS5hXzAxXjYyLmBiYSM1M2xyMmQ0XzJgLS1kMWNzcw%3D%3D&vvpl=1&l=202410151205118FAC7D435CC7F6047B3A&btag=e00090000&download=true,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/641a000154b50a832a3233cc0277e4a3~c5_720x720.jpeg?lk3s=a5d48078&nonce=89960&refresh_token=c0911339a2e2e5e1ec3fe24297e2a99b&x-expires=1729166400&x-signature=6xGD9zZ2xZOeEjrCX0RO6Bka0qo%3D&shp=a5d48078&shcp=b59d6b55,7424753464581851936
الصوت الأصلي,βℓµѕнιꨄ,True,,https://v19.tiktokcdn-us.com/be66442b91eb2e2c5f8f56d43b6e2b9a/670eaf0d/video/tos/useast5/tos-useast5-ve-27dcd7c799-tx/oA2CMYlnRrBAo1aiS9IZ9UAJNUiRBbixvJI3E/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Thwm8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=PDc4OGVkZjU5NDVnNWc5OUBpanQ3N2s5cmtpczMzODU8NEA1Xl8vLi4zX2ExMjU1MzIzYSNyZGRoMmRrXm9gLS1kMS1zcw%3D%3D&vvpl=1&l=202410151205118FAC7D435CC7F6047B3A&btag=e00088000&download=true,https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/2447ad8bf6f4752de12c40511ec91c51.jpeg?lk3s=a5d48078&nonce=24992&refresh_token=3ef5190e116a1ec5f6847a03eabb8eac&x-expires=1729166400&x-signature=kN1ZYAiG6SCvva%2FnFBIX139xkhw%3D&shp=a5d48078&shcp=b59d6b55,7383358318016105232
You're the Most Beautiful,Purity pure,False,You're the Most Beautiful,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/o0OZ4aEDPH9ImSQetXPhxUgQDfCvFBgDuBamWY,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/osAAWIAgS0mCA1Bx8WEiBFatZBeDxgPQNIfDkK.jpeg,7379538849216628737
Cute,Aurel Surya Lie,False,Cute,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oUAiUzmBwJrIdB0giQ2XxZcQLYMYjHWPCAzHP,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/oIGBncDsFAlL3Of5AZEwCBrtvmKIIQAfglzp5E.jpeg,7136445672676411393
original sound,Popculture2004,True,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7352030630210699306~c5_720x720.jpeg?lk3s=a5d48078&nonce=62646&refresh_token=0db23e91ae3305f20e41373d522afb42&x-expires=1729166400&x-signature=clyyKyQVbD5sADEqiGACSSuC3Ec%3D&shp=a5d48078&shcp=b59d6b55,7187035209907456810
New Home,Frozen Silence,False,Piano for Reels,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oUmoQMMoQBnIMCFZeBrMVxKO1TtZgFfxzMwDE7,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/o0AAdSEIIBgmE0Tf4fFQdGCuGo6z2tChDBvZAs.jpeg,7060824478627940353
Candy Rain x Slow Down,OJ The DJ,True,,https://v19.tiktokcdn-us.com/e7b21433db8176c6fc9ffb8e3b8a9711/670eaf3f/video/tos/useast5/tos-useast5-v-27dcd7-tx/oUQJYgHGTQECE8GMULQpevxLAPhotIDAkfUfCD/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7ThYm8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NTlkOzw3ODw7aGk2aDo1OUBpM3E3anI5cndkcjMzZzU8NEAuNS9fLS0yXjYxYTZhLjMyYSNkc2peMmRrMC9gLS1kMS9zcw%3D%3D&vvpl=1&l=20241015120514B559EC47FBA88B04874E&btag=e00090000&download=true,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/671cd2d075a67b6d6468de4c59d8c37c~c5_720x720.jpeg?lk3s=a5d48078&nonce=66844&refresh_token=cf21de9b5087d87c3b1cdd84e795ba79&x-expires=1729166400&x-signature=hoWPk9EpPLE9BiT4kwugOxbRNNw%3D&shp=a5d48078&shcp=b59d6b55,7351178641566599982
In The Kitchen,Giulio Cercato,False,In The Kitchen,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oQF2KW8ZtLj141WOIXIGf6efMpNKA5rWGAZfZm,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/o0PZITZpWyAzWYUAplDsisUrgiAAdB8iEEoAB.jpeg,7338988067112224769
She Share Story (for Vlog),山口夕依,False,,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/25e54adf8848454ea3a40850545afd77,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/o43GTuWoiY3Vr4wAvxBciAHoURDHAEOEAZBA5.jpeg,6722656094272883458
Taylor Swift-like refreshing country,C_O,False,,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/b6a56cb02cb14be88d41f881bc4d7208,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/979365a21fd846a6a9ffed856bd49858.jpeg,6817215818581936130
Heeriye x Chaleya x Tu Aake Dekhle,Zedious,False,Heeriye x Chaleya x Tu Aake Dekhle,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/ok8neCZv9aBe6MfRQdqADb0vg8INKYF7UDkzAQ,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/oU7RzKAFIATDa7oaDFEAxXeb0qTA0eEnA7gCe9.jpeg,7282865240117938177
original sound,feelgoodlyricz,True,,https://v16m.tiktokcdn-us.com/95ad02e6a17bc40051932dbd6dd18e18/670eaf1a/video/tos/useast2a/tos-useast2a-v-2370-euttp/oACOgeeUGGoMLFxozoIUF7QeKEeYGUAgNDTNOE/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7ThJm8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZDozaGhoNmhmPDVpOTkzZkBpM2lrc205cnA1cjMzZjU8M0BjYWIvYjEtNTUxX2E0MjJeYSMyLTY1MmRjZ15gLS1kMWNzcw%3D%3D&vvpl=1&l=20241015120510C9200EF830F8C103F25E&btag=e00090000&download=true,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/50a58952751ce26b04ea840d65cf52c9~c5_720x720.jpeg?lk3s=a5d48078&nonce=79232&refresh_token=78392929d8a368f132c0f26a41d72c7c&x-expires=1729166400&x-signature=IFUO6Agnfu1wCqibC4zImoyCVPg%3D&shp=a5d48078&shcp=b59d6b55,7355550090053913376
Dreaming,Tones And I,False,Dreaming,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oUFZeL8LETWhFFJf0cgQbADD3RQsCwDhaY5fzA,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/ogc7saE4yEoAWAA7SA3iXCTiE3BA6dB6bwfhbi.jpeg,7333743610527025153
Birds of a feather,★𝖒𝖊𝖌𝖆 𝖊𝖆𝖗𝖙𝖍𝖑𝖎𝖓𝖌★,True,,https://v16m.tiktokcdn-us.com/e86128f048c56d548b5e6604ce5f0160/670eaf0f/video/tos/useast2a/tos-useast2a-v-2370-euttp/oodQojRIILE9GjbgYTDGeZIhmfMfImMHLGZeER/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7ThJm8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NzM4Zmc7OmVnNDkzNDVpNUBpM3k7b3M5cjZtczMzZjU8M0BgLjA1MGI1NTAxMWFgY2AuYSNmZGZrMmQ0LzBgLS1kMWNzcw%3D%3D&vvpl=1&l=20241015120510C9200EF830F8C103F25E&btag=e00088000&download=true,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/69fdc32a688a8eea9022e28ed00a747c~c5_720x720.jpeg?lk3s=a5d48078&nonce=39975&refresh_token=8024774289280739d3513c91bff85342&x-expires=1729166400&x-signature=Peo45Cec8XNPRNLE%2BSDgauRP3IA%3D&shp=a5d48078&shcp=b59d6b55,7369913224932363041
original sound,Baked by Nishyy,True,,https://v16m.tiktokcdn-us.com/fb2b84a13d150ac4c9e82c843c6006af/670eaee5/video/tos/useast5/tos-useast5-ve-27dcd7c799-tx/oMQ3lRBzIiBMM2AhkDioJRKrAyyQfEKOz6mUwO/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7ThJm8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=PGlnOzppaWg4aDhpODhlaEBpM2hlaGw5cnM3djMzODU8NEA2NF5eX2BfXzUxYjUxM2FfYSNmYmU1MmRzYDRgLS1kMS1zcw%3D%3D&vvpl=1&l=20241015120510C9200EF830F8C103F25E&btag=e00088000&download=true,https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/ac8264fa8d51cc326b2f02b5e0fda7bf.jpeg?lk3s=a5d48078&nonce=27010&refresh_token=a730cc7f7f2dba295206753a95f68c65&x-expires=1729166400&x-signature=hlD2OmDU3S7DfMzpdT2ALfo0W%2Fw%3D&shp=a5d48078&shcp=b59d6b55,7425950243000175377
Happy Summer,Vin Music,False,Happy Summer,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oMCA76zsQPsaiakWixBcZIMBmw2oEE2ATsfcT8,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/ooAy4rYfZnEwAQBjBtDZ80FPASxDgC3IyufAIt.jpeg,7176479677098248194
gilmore lala,<3,True,,https://v16m.tiktokcdn-us.com/4427a3d717d726d30a5f602c6a1ca879/670eaeec/video/tos/useast5/tos-useast5-v-27dcd7-tx/851eebaabd164f339a19435d2e4457ff/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7ThJm8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ODhpN2dnOTo3N2g8NWVnNkBpMzg2Ojg6ZjV2NjMzNzU8M0AyMWBfMGIyXl4xMzViNl4uYSNjMmJzcjRfZm5gLS1kMTZzcw%3D%3D&vvpl=1&l=20241015120510C9200EF830F8C103F25E&btag=e00088000&download=true,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4464759e48bbb320214ada9c9fd7344f~c5_720x720.jpeg?lk3s=a5d48078&nonce=79270&refresh_token=b3c42a007e70cb2379dd7ae0ef4d9009&x-expires=1729166400&x-signature=D2MOfCAX7Js7mPMhGYUmiIwE%2FCQ%3D&shp=a5d48078&shcp=b59d6b55,6986711292526496518
original sound,Beyinternet,True,,https://v16m.tiktokcdn-us.com/2fe4998dcd2908e916d2c7ab249491d1/670eaf04/video/tos/useast5/tos-useast5-v-27dcd7-tx/oU0CM4lXCSyg0ddi03jZUUAMLQVdBTi7vcI4S/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7ThJm8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZGZoZDM0NGhoN2RmPGUzNUBpM3dkZ3U5cjVnbzMzZzU8NEBhNTUyYC01NTIxMTUzNi8uYSNeMzNuMmRrbm5gLS1kMS9zcw%3D%3D&vvpl=1&l=20241015120510C9200EF830F8C103F25E&btag=e00088000&download=true,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/7a3e2147ee84107aee6c1960455a74a9~c5_720x720.jpeg?lk3s=a5d48078&nonce=54665&refresh_token=a0eeee8718c5e86c70ea174651a7dc92&x-expires=1729166400&x-signature=OEUrkKSBYHWltcNuWR7vQ%2BF7xrM%3D&shp=a5d48078&shcp=b59d6b55,7310711515011255082
original sound,snookums,True,,https://v16m.tiktokcdn-us.com/57cf94cd65fc76271a806ef065433987/670eaefc/video/tos/useast5/tos-useast5-ve-27dcd7c799-tx/oAQlRAItSwliZohB2UN0kx7lMvUCOJicmax4i/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7ThJm8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=aDo0aTVoZmg3Ojo8ZTlnaEBpajlscGs5cjQ2djMzNzU8M0BjLV5eXjMzNl4xMi4zMi0tYSNxMmhmMmRrYTRgLS1kMTZzcw%3D%3D&vvpl=1&l=20241015120510C9200EF830F8C103F25E&btag=e00088000&download=true,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8f826a8d3d43ab018c8f59da6a4aff78~c5_720x720.jpeg?lk3s=a5d48078&nonce=23756&refresh_token=645ec279c18c8ec72e12ee9d47dbd68a&x-expires=1729166400&x-signature=phiHFxrQt81B4%2BaUTtuUAtXW2aU%3D&shp=a5d48078&shcp=b59d6b55,7425932743599098629
Love mashup 2022,DJSABZ.HITS,True,,https://v16m.tiktokcdn-us.com/3e5f81a8747fe67fa08cd0a12870aef9/670eaf29/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/1c2d1481fb97430d99dc8acaaf4b9bf2/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7ThPi8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZGlmOWQ7ZTU5NzpkNGY7NEBpMzRtOWU6Zjg8OzMzNzU8M0A1NF4zXmAuX18xLWExNV81YSMyNmc2cjRnXzRgLS1kMTZzcw%3D%3D&vvpl=1&l=2024101512052662755A655C47AE05DD78&btag=e00090000&download=true,https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/76ef99cc89092d812a67d2e0309a7e18.jpeg?lk3s=a5d48078&nonce=53729&refresh_token=385bc282d1b24412982a17cfc680a886&x-expires=1729166400&x-signature=3WjtGUR0kTo58oE9OabBwujbco8%3D&shp=a5d48078&shcp=b59d6b55,7065749325841763077
What You Won't Do for Love,Bobby Caldwell,False,What You Won't Do for Love,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/db171bdd981a49c38ee7322a3938ba2e,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/7db3bad84a804eafa06a0e20d1fefc6a.jpeg,7055205517962004482
Happy,Aleksei Guz,False,Happy,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oksKUQBNkHATTwt2BJfhgSzhteCZYWYMIWNLDx,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/oQtAhACfZEANDZAg1hte00ESI8WszNVBNlZkFy.jpeg,7275047270143756324
Glitter on my eyes,💵,True,,https://v16m.tiktokcdn-us.com/b908fea0b1ab13edae5c6270e6da1e36/670eaef8/video/tos/useast5/tos-useast5-ve-27dcd7c799-tx/ogBhoi4EOM57Wi4KToDfvtjz2FDjAEw1ZyIPBA/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Thsi8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZDNmNGgzaTs0Z2k3aWhkZEBpam1ucnI5cmV4cTMzODU8NEBfLS41MTJjNmAxYWNgMTRgYSNlXmFuMmRjYmBgLS1kMS1zcw%3D%3D&vvpl=1&l=20241015120527617B1CDB29805404CD9F&btag=e00088000&download=true,https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/fc3bdbb800376d69bec6bcb894edac62.jpeg?lk3s=a5d48078&nonce=37510&refresh_token=6b7760fe0c7d91e340fbbe925611a18d&x-expires=1729166400&x-signature=PtZKxEgBK3NtV5EA3kaule6%2BUdc%3D&shp=a5d48078&shcp=b59d6b55,7339151247243512578
Halloween ・ cute horror song,PeriTune,False,,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/5229a4507a9e4328bcbce538bfae5604,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/4ae24cc1fcdd46f2988e32aca581679d.jpeg,6817180237894256641
"Boom, Boom, Boom, Boom!!",Vengaboys,False,The Party Album!,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/o4Gk9gWx1ClLOZkWgIfFdlQzetE8Xb5hBtBB3M,https://p16-sg.tiktokcdn.com/aweme/200x200/tiktok-obj/image/tiktok_song_default_cover.jpeg.jpeg,6812724416208750593
original sound,Celestial.Pastriezz,True,,https://v16m.tiktokcdn-us.com/dabc5b258bcd788d9a13fa1920e83f89/670eaef2/video/tos/useast5/tos-useast5-v-27dcd7-tx/ooXanDYn5FDVgoCdQeQUBjsD4SFLJAtEBPiQfm/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Thsi8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NGVmaTM3MzdkPDZnNWUzOkBpM3BqOG05cnF0djMzZzU8NEBjMDZfLTQuNjQxYWNhYGM0YSNyaWZoMmRjcC1gLS1kMS9zcw%3D%3D&vvpl=1&l=20241015120527617B1CDB29805404CD9F&btag=e00088000&download=true,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/5ee1c9c3e19fcacb58254809e4b62d60~c5_720x720.jpeg?lk3s=a5d48078&nonce=82880&refresh_token=779ea6c3ddf5f13592c38487a4cdaf29&x-expires=1729166400&x-signature=ysI6IwoNqYblFCUCOnXUsbK9qoM%3D&shp=a5d48078&shcp=b59d6b55,7422405331982109486
Espresso,Sabrina Carpenter,False,Espresso,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oMpGBf2aWiooMLdSvOzwiAB0ImsjBhk3IAl1FN,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/ogBn0SfqAhBjziAWEC0ABQodiGEAdEbwsEAAHb.jpeg,7364498342501435408
Cena Engraçada e Inusitada,HarmonicoHCO,False,Cena Engraçada e Inusitada,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oUYQAYBOAKfOG87kmLeqgcGFNrHLOI1sfEehdP,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/oA4oQFDnZtBd2IAnoPEICPBCBAZgelAFBnfMdA.jpeg,7180363119678457857
Lover,Taylor Swift,False,The More Lover Chapter,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oszCDLDcdkpeR4dkHMDVFeg2g8QaYqbKGveqIA,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/oQgCysCFG3fMfvYvAAAzEL8xalDWWfQMAQ4Qxv.jpeg,7211414788360898561
Dj Joget Keju,Safa AJL,False,Joget Keju,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/feba5b9a64bc40278d95710aa7d41ea9,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/afb47d9fe8df4676bcc4afae835c95c6.jpeg,7096733031595821058
Flintstone,Hood Ken,False,Flintstone,,https://p16-sign-sg.tiktokcdn.com/tos-alisg-v-2774/o0AIgE5AZiBImCyffAsXC8K9QL9DtBFkQbQBV0~200x200.jpeg?lk3s=08d74b56&x-expires=1729015528&x-signature=wbTnVUBAGcAcClHcrqJ3qfTDA%2FQ%3D,7273417588704675841
Caraluna,Bacilos,False,Caraluna,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/d2daf929845f48cf8ba89177b107f0f5,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/e1cb1046bdc9485195c8a80f2873935e.jpeg,7040251771482065670
original sound,Matilda Bake,True,,https://v16m.tiktokcdn-us.com/6d176e234d33197d6c228c98db13a2a1/670eaef1/video/tos/useast2a/tos-useast2a-v-2370-euttp/o8FHdRvNeEA3G0QCEj8bbTsEeK5fMoUWoBfgID/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Thsi8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=Njc1NzdnODpmNTo5aDM4OEBpanQ8aWs5cm51dTMzZjU8M0AwNjAwMjReXi0xNDNgNjEwYSNja2VkMmQ0MHBgLS1kMWNzcw%3D%3D&vvpl=1&l=20241015120527617B1CDB29805404CD9F&btag=e00088000&download=true,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/f2b887241f087e94aa5b21f0fd70b1c8~c5_720x720.jpeg?lk3s=a5d48078&nonce=8818&refresh_token=e3d82ae60f5315b4841e64f00a8df668&x-expires=1729166400&x-signature=nKt9pt95c96QBI2LqnQGtWxqgxs%3D&shp=a5d48078&shcp=b59d6b55,7420157338164579104
"Alone, Pt. II",Alan Walker & Ava Max,False,"Alone, Pt. II",https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/0414ce74592b4b91bf5fe13c4ae3d909,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/8003d25860a84417ae4c0567c05fdba0.jpeg,6769227660502501377
가을바람,BGM President,False,,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/4948568844e74c33a0c20c8b4c49fe54,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/83b241d4cd7c4ee1992b18f4855c89ea.jpeg,6968750806661072897
